timestamp,backbone,epoch,split,loss,iou,precision,recall,f1,accuracy
2025-11-09T17:31:34.889186,resnet34,1,train,1.0898145965735118,0.30300026444524214,0.370637553204239,0.5160233464278281,0.403442254818247,0.9707730865478515
2025-11-09T17:31:34.889186,resnet34,1,val,0.8295932133992513,0.4475184628367424,0.4998885364333789,0.7769303206602732,0.5848707965928687,0.9805407460530599
2025-11-09T17:32:14.319257,resnet34,2,train,0.7124057164291541,0.48962267707878104,0.5772446614581471,0.7064455310751995,0.6075635185434599,0.9897890599568685
2025-11-09T17:32:14.319257,resnet34,2,val,0.550819000005722,0.5704869299133619,0.6797092355291049,0.7406919956207275,0.6874369995927808,0.9936521148681641
2025-11-09T17:32:58.864557,resnet34,3,train,0.5196490245560805,0.538719457394133,0.653382044620812,0.7053563109164437,0.6558405037169965,0.9917497571309407
2025-11-09T17:32:58.864557,resnet34,3,val,0.41508587578932443,0.6009819044669469,0.7052003328005473,0.7752624710400899,0.7193140849705335,0.9935913848876953
2025-11-09T17:33:43.793508,resnet34,4,train,0.4320793283979098,0.5635621543290714,0.6841802694400152,0.7176729545493921,0.6770483865459546,0.9926385243733724
2025-11-09T17:33:43.793508,resnet34,4,val,0.36607049783070883,0.6160651161273321,0.799643731713295,0.6964146323998769,0.7239894840687009,0.9953539784749349
2025-11-09T17:34:30.179924,resnet34,5,train,0.40200956888496875,0.5713702307114726,0.7001828188588842,0.7177582876609327,0.6901211910337174,0.9921610196431477
2025-11-09T17:34:30.179924,resnet34,5,val,0.3584933160245419,0.614641760289669,0.7258984759449959,0.7468988400697708,0.7186736179275708,0.9930671946207682
2025-11-09T17:35:16.809289,resnet34,6,train,0.35665395154307283,0.6044886576423111,0.7351073171695074,0.7302259595125603,0.7145365074391624,0.9939877319335938
2025-11-09T17:35:16.809289,resnet34,6,val,0.33546467637022337,0.6238809158404668,0.7864616779486339,0.7101982710758845,0.7292557010866864,0.9950349934895834
2025-11-09T17:36:03.550063,resnet34,7,train,0.31825475512693324,0.6358874729136005,0.7589772414602339,0.7451195464159052,0.7406305904377911,0.994852466583252
2025-11-09T17:36:03.550063,resnet34,7,val,0.3185546318689982,0.6356470536688964,0.80563014904658,0.7115508635342122,0.7374471489051831,0.9957685343424479
2025-11-09T17:36:52.626689,resnet34,8,train,0.31742265722403923,0.6341630836452047,0.7646569733321666,0.7369213552772998,0.7401089468884893,0.9949190012613932
2025-11-09T17:36:52.626689,resnet34,8,val,0.321466145614783,0.6305245797832807,0.7632598407069842,0.7266488111019135,0.7301909056617069,0.9954207102457683
2025-11-09T17:37:42.297125,resnet34,9,train,0.3065097917243838,0.6419658531993627,0.7661953716476758,0.7429872349649668,0.7449935503797261,0.9952654075622559
2025-11-09T17:37:42.297125,resnet34,9,val,0.33525754685203235,0.6119231375058493,0.7380493744214376,0.7327740454673767,0.716923727599743,0.9945952097574869
2025-11-09T17:38:32.615785,resnet34,10,train,0.3201450232664744,0.6304811201741298,0.7585544906804959,0.7380257482578357,0.7353770792037182,0.9946764055887858
2025-11-09T17:38:32.615785,resnet34,10,val,0.32550703480839727,0.6231706009308497,0.7742181813716889,0.736557031472524,0.7332751886817601,0.9945858510335287
2025-11-09T17:40:16.546556,resnet50,1,train,1.1780438242355982,0.3001952900270893,0.36323845530161636,0.5568679830644881,0.3911330409252017,0.9349718475341797
2025-11-09T17:40:16.546556,resnet50,1,val,0.9119734938939412,0.5009081971334914,0.6167866817489266,0.6291299528380235,0.5988102149055863,0.9923733266194662
2025-11-09T17:42:07.009237,resnet50,2,train,0.8367802828550339,0.4759133548817287,0.5714033580121274,0.6847194656652088,0.5954492879259643,0.9887911033630371
2025-11-09T17:42:07.009237,resnet50,2,val,,0.5048641597231229,0.631200431783994,0.6780298316478729,0.6265698445808203,0.9911070505777995
2025-11-09T17:44:08.320199,resnet50,3,train,0.6542847297092279,0.4897393929741035,0.5927326003834605,0.6838592868174116,0.6066392913813817,0.989262154897054
2025-11-09T17:44:08.320199,resnet50,3,val,0.5418216838439306,0.5551211961110433,0.671649305721124,0.7139370532830557,0.6683944532599089,0.9917742665608724
2025-11-09T17:46:01.275165,resnet50,4,train,0.506623317177097,0.5421561810358738,0.6626097322658946,0.6950356607884168,0.6567286621006717,0.9917579968770345
2025-11-09T17:46:01.275165,resnet50,4,val,0.44874016344547274,0.5708713972568512,0.6820961303512255,0.7351088638106982,0.6825654187844503,0.9912106577555339
2025-11-09T17:48:13.280749,resnet50,5,train,0.44312582900126773,0.5570790163858328,0.6797561284224503,0.6985331842520585,0.6666763981070527,0.9927836227416992
2025-11-09T17:48:13.280749,resnet50,5,val,,0.5527911049996813,0.6849280741810798,0.6492763308559855,0.645396960002633,0.9936956024169922
2025-11-09T17:50:28.239721,resnet50,6,train,0.3994605247552196,0.5776728453238805,0.7011791169643402,0.6951815794408321,0.6828233160364855,0.9939707819620768
2025-11-09T17:50:28.239721,resnet50,6,val,0.3805373750627041,0.5926046221454938,0.759452785452207,0.6722123994429906,0.6935848384798257,0.995287119547526
2025-11-09T17:52:32.427533,resnet50,7,train,0.37916051951547464,0.5859976585023106,0.7173831311054528,0.707293678112328,0.6940271649953079,0.9941041628519695
2025-11-09T17:52:32.427533,resnet50,7,val,0.34013018776973086,0.623430930574735,0.7682519229253133,0.7272916744152705,0.7274935866791289,0.9948890686035157
2025-11-09T17:54:30.456724,resnet50,8,train,0.35652039300650357,0.6012661124020815,0.726438486414651,0.7214975329240163,0.7081625269930417,0.9943842697143555
2025-11-09T17:54:30.456724,resnet50,8,val,0.33305652797222135,0.6220888209342956,0.7380937947829564,0.7536906252304713,0.7269558858702511,0.9946133422851563
2025-11-09T17:56:32.585324,resnet50,9,train,0.3537668932850162,0.6021257804085811,0.7366787873953581,0.714734806753695,0.7108889485761333,0.9944198989868164
2025-11-09T17:56:32.585324,resnet50,9,val,0.32445166930556296,0.6296868448456129,0.7788055992126465,0.7205576386054356,0.7320795923854402,0.9951990509033203
2025-11-09T17:58:38.455089,resnet50,10,train,,0.5986825131252408,0.7287993897249301,0.7063980370076994,0.7032128129374108,0.994081179300944
2025-11-09T17:58:38.455089,resnet50,10,val,,0.0,0.0,0.0,0.0,0.9799808502197266
2025-11-09T17:59:45.248164,timm-efficientnet-b0,1,train,1.273648446003596,0.2512057270932322,0.29637983928085304,0.5939607513307904,0.33503197479310826,0.9010704803466797
2025-11-09T17:59:45.248164,timm-efficientnet-b0,1,val,0.9746426471074422,0.5328521904100975,0.6554283193250497,0.6660315358638763,0.640326193531107,0.9937024688720704
2025-11-09T18:00:43.911034,timm-efficientnet-b0,2,train,0.8775866505503654,0.4830041761836037,0.5612856233639953,0.7085119442998742,0.6002751215446497,0.9901291465759278
2025-11-09T18:00:43.911034,timm-efficientnet-b0,2,val,0.7100363063812256,0.5849177241822083,0.6587687103947004,0.7785462095340093,0.6981899196631728,0.9936943562825521
2025-11-09T18:01:37.938429,timm-efficientnet-b0,3,train,0.6355784546832244,0.5463087931430588,0.6292551572962354,0.7413108315318823,0.6578736258759192,0.9926884651184082
2025-11-09T18:01:37.938429,timm-efficientnet-b0,3,val,0.49728740453720094,0.617561181684335,0.7163992400964101,0.7486375321944555,0.7217911430065174,0.9949380747477213
2025-11-09T18:02:31.489036,timm-efficientnet-b0,4,train,0.46306968696415424,0.5907688726733128,0.6923988509985308,0.7343518025055528,0.6988049627883671,0.9940609296162923
2025-11-09T18:02:31.489036,timm-efficientnet-b0,4,val,0.394874982436498,0.6215697849790255,0.724172994295756,0.7619189254442851,0.7302472137961378,0.9946229807535807
2025-11-09T18:03:30.752028,timm-efficientnet-b0,5,train,0.3886840383708477,0.6056969977422462,0.7168651163527587,0.7346434847079217,0.711070216274064,0.994744447072347
2025-11-09T18:03:30.752028,timm-efficientnet-b0,5,val,0.34456881920496624,0.640625941058,0.753759173154831,0.7540974686543147,0.74265221460168,0.9952279154459636
2025-11-09T18:04:25.229335,timm-efficientnet-b0,6,train,0.34296990513801573,0.6276142678658168,0.7436175884058078,0.7462746885915598,0.7320582864149398,0.995030886332194
2025-11-09T18:04:25.229335,timm-efficientnet-b0,6,val,0.3201856035987536,0.6466156629721324,0.8017383766174316,0.7308434287707011,0.7510318431378665,0.9954774729410807
2025-11-09T18:05:22.564464,timm-efficientnet-b0,7,train,0.31617381422470014,0.6446267389506102,0.760607328650852,0.7576679816842079,0.7480469052837596,0.9951098950703939
2025-11-09T18:05:22.564464,timm-efficientnet-b0,7,val,0.3020408818125725,0.655528704325358,0.7680725361903509,0.7788755257924398,0.7602231668681646,0.9955733998616536
2025-11-09T18:06:15.131448,timm-efficientnet-b0,8,train,0.29944933962076903,0.6552788157761097,0.7713305506855249,0.7633619542171558,0.7563147601559962,0.9954762840270996
2025-11-09T18:06:15.131448,timm-efficientnet-b0,8,val,0.31011970922350884,0.6439590738217036,0.8018275511264801,0.7261738908290863,0.7487209320925023,0.9955662282307943
2025-11-09T18:07:10.203825,timm-efficientnet-b0,9,train,0.2918154498624305,0.6579653970648845,0.7771980072557926,0.7650989132126172,0.761156712449639,0.9956723403930664
2025-11-09T18:07:10.203825,timm-efficientnet-b0,9,val,0.3019037478665511,0.6500281107425689,0.7706310482819875,0.7725282879670461,0.7560607219401425,0.9956028238932292
2025-11-09T18:08:04.789194,timm-efficientnet-b0,10,train,0.28329058463374773,0.6643603925779462,0.7798063932855924,0.7666314413274328,0.7636892545369595,0.9957192929585775
2025-11-09T18:08:04.789194,timm-efficientnet-b0,10,val,0.3046308815975984,0.6484266673525174,0.7980621350804965,0.7353333777189255,0.7497056463726643,0.9957193756103515
2025-11-09T18:09:06.906388,mobilenet_v2,1,train,1.2229198696215948,0.2861029591415233,0.3366162643639109,0.5992898288978419,0.3793658653973069,0.9305345280965169
2025-11-09T18:09:06.906388,mobilenet_v2,1,val,0.9691654817263285,0.4173795072734356,0.4681259417285522,0.7365026350816091,0.5508574219647613,0.9858927408854167
2025-11-09T18:10:09.058312,mobilenet_v2,2,train,0.8761561472217242,0.48537696986614415,0.5565126924775541,0.7192460703353087,0.5972416439148875,0.9908012580871582
2025-11-09T18:10:09.058312,mobilenet_v2,2,val,0.7391257937749227,0.584961387415727,0.710765340924263,0.7171953270832697,0.6895350053492244,0.9940806579589844
2025-11-09T18:11:12.924806,mobilenet_v2,3,train,0.6817592396835486,0.5321192858802776,0.6073816843827565,0.7402560238043467,0.6441983222535262,0.9922259457906087
2025-11-09T18:11:12.924806,mobilenet_v2,3,val,0.5532748391230901,0.6224686868985494,0.7512976447741191,0.7486565907796224,0.7312754168014806,0.9948391977945964
2025-11-09T18:12:15.431914,mobilenet_v2,4,train,0.539475605164965,0.5575698511085162,0.6481079951766878,0.732546485265096,0.6684055969748857,0.9928935178120931
2025-11-09T18:12:15.431914,mobilenet_v2,4,val,0.4442256893714269,0.6050302544236184,0.6864640386899312,0.776813834408919,0.7096663554568936,0.994293950398763
2025-11-09T18:13:15.852180,mobilenet_v2,5,train,0.43001775331795217,0.5986726259001686,0.6985754215872536,0.7366776292274395,0.702946143193628,0.9936525281270345
2025-11-09T18:13:15.852180,mobilenet_v2,5,val,0.380423215230306,0.6335750359296799,0.7908774065971375,0.7243944714466731,0.7372993584458197,0.9950989786783854
2025-11-09T18:14:19.891894,mobilenet_v2,6,train,0.37135246525208154,0.6156543540178487,0.7223539664099614,0.7386295677659412,0.7188734791592625,0.99460968653361
2025-11-09T18:14:19.891894,mobilenet_v2,6,val,0.3345341619849205,0.642411379814148,0.7552415498097738,0.7884160550435384,0.7544265601318223,0.9948807779947917
2025-11-09T18:15:21.939514,mobilenet_v2,7,train,0.3417645076165597,0.6271700384033223,0.7390673139008382,0.7383460941662391,0.7273058522790744,0.9952129554748536
2025-11-09T18:15:21.939514,mobilenet_v2,7,val,0.3238977391521136,0.6472831978400548,0.7806296171744664,0.7380911547938983,0.743049832157317,0.9951113637288411
2025-11-09T18:16:22.886316,mobilenet_v2,8,train,0.32970784777154527,0.6301583448300759,0.7518290783961614,0.7365047934403022,0.7328014042063045,0.9953145535786947
2025-11-09T18:16:22.886316,mobilenet_v2,8,val,0.32543520122766495,0.6387330033878486,0.7958747733632724,0.7211498894790809,0.7386218099646762,0.9952954610188802
2025-11-09T18:17:23.379612,mobilenet_v2,9,train,0.31945452419420084,0.6372540886700153,0.7536205097784598,0.7410651650652289,0.737197406183961,0.9949996630350749
2025-11-09T18:17:23.379612,mobilenet_v2,9,val,0.3313780256609122,0.6322043423851331,0.7285463886459669,0.7660962054133416,0.7315611446447259,0.994590581258138
